parameter_names,S1,S1_conf,ST,ST_conf
sigma,9.667711763774644e-05,0.00028100674445421576,0.00012664463659038024,5.489261276876062e-05
f1,0.001117389205141107,0.0009114954183953132,0.0008140849238959952,0.00020132601761063958
K2,0.03123031723030885,0.011831682991014383,0.15845438436709386,0.016886677823452653
b2,0.004864587396925301,0.0062111697878258374,0.04022956771737047,0.006448412388383754
a2,0.01888502762251855,0.009869346709637395,0.08222065320026967,0.01017353181952326
d2,-0.00038535356717882247,0.0005759489355102295,0.0005614596910529401,0.00012127512400177462
e2,0.00047289031129609,0.0033158598684514032,0.014322134173566368,0.0020267635066607476
g2,0.0003173412634283636,0.0010224971751504892,0.001263897772317219,0.00033867782946116957
c3,0.07470897194911807,0.015120593050888873,0.28734475053985514,0.021899569010696646
b3,0.058382958442230806,0.013320360270362779,0.222828068663481,0.017361422490733
d4,0.00016807819578499743,0.002256516861620257,0.0019502561460303183,0.0012445048212786616
c41,0.00018890649251584532,0.000333446567052551,0.00011769532341799768,8.064006636353992e-05
c42,-0.00016081586880480864,0.0011360203402281598,0.0016715273363598691,0.0004483493338885859
e5,0.31755106675956607,0.030906414027285858,0.6415183033177265,0.03547455220587308
c51,0.00035076466151429125,0.0005506871272733719,0.0004800717153417324,6.529803054724702e-05
c52,0.08938468807768314,0.017323284388714867,0.2575758892879842,0.020404044032446684
K6,0.0003176805741113768,0.000376057444113913,7.307970334136258e-05,3.1681268085882145e-05
f6,0.0001397548112007328,0.0002259327653021183,8.244166413547935e-05,3.339189273328373e-05
b6,-4.039762426955667e-05,0.0013142480672867656,0.0014148057517679709,0.00027349078469182946
c6,3.374735036347458e-05,0.0011753586753857164,0.0009402620346742461,0.00024116821945183365
K7,0.00012307778008717067,0.0002537962103283826,7.015547737411354e-05,2.1563717405472268e-05
g7,8.340930928583215e-05,0.0002673585117614352,0.00011756175947394456,5.999901189332253e-05
b7,3.0014331132348054e-05,0.001776186820010139,0.0029826588239741463,0.0006628148885756875
c7,-0.0010550395945142425,0.002445622633287012,0.0020468676814868656,0.0007718520317063781
