parameter_names,S1,S1_conf,ST,ST_conf
sigma,0.0008139880152273072,0.0008872478902481336,0.0003654220307972716,0.00010286573592265486
f1,0.0005624962935363699,0.0014802476439373863,0.0009958708288115975,0.00012056315424695016
K2,0.5679469503524924,0.03105841104809545,0.5809391388018869,0.02471329869309794
b2,0.11029151137170454,0.01966721693797918,0.1686861052389015,0.01123460379624011
a2,0.20604441673337803,0.02126438353496729,0.2501086837137344,0.014438560687762343
d2,0.0006604254447639089,0.0015769426348690317,0.0012710449954705465,0.000252788094512445
e2,0.00803626979222596,0.0052866363227036155,0.014310005261529804,0.001657567282779784
g2,0.0008712145590860224,0.002556135049680206,0.00301991051822904,0.0003368799644019995
c3,0.00434056187880041,0.004701682196466436,0.012144257366172919,0.0013491229605871297
b3,0.0014744772817340743,0.004523259495012055,0.012083885955617199,0.0013765038850726658
d4,0.001540478929938898,0.0017784886402487708,0.0017580550704589424,0.0004843614265045786
c41,0.00017346775193698667,0.0006924436364192681,0.00030869405494465856,7.862279561943796e-05
c42,0.0021665974207451745,0.002324692927635021,0.0031211615722492596,0.0005120624244504436
e5,0.005492762307228782,0.005121238562718504,0.010583304983991047,0.0013886207954621006
c51,0.0007058764125478739,0.0007884679697779454,0.00031152288824034396,7.132745720681869e-05
c52,0.017454832940053264,0.008210639538644853,0.032307622019023916,0.003476995947701456
K6,2.3422296820196482e-07,0.0006085514543245768,0.00027862179266743234,6.879062661715006e-05
f6,0.0003229482876298671,0.0007558536981349107,0.0002696362534478485,7.937268575484337e-05
b6,-0.00044465841019996233,0.0018020831489480654,0.0017978040161100964,0.00032106425380510766
c6,0.0004132897206983203,0.001347203735233256,0.0010125802082247561,0.00018085849988250482
K7,0.0004733058693511681,0.0007741105399900731,0.0002736079600781615,5.1743452455304975e-05
g7,0.0006740619465028431,0.0007379578942989866,0.00038458218576994225,0.00011535499322845431
b7,0.002446562922144884,0.0036563475049333897,0.006825084370368672,0.0009459345236423876
c7,0.0013065103645160336,0.0023515048026938657,0.002789009523597971,0.0005285813183548455
