,minimum,mean,median,maximum,CV,names
sigma,0.018343098958333415,0.02920571949957167,0.028703709022671553,0.049403052236519585,0.21662584362468354,sigma
f1,0.02147202435661766,0.033873281511197464,0.03416944828029814,0.05692496586771845,0.24503236751499222,f1
K2,0.17197516876516994,0.3896219844240791,0.37939807414736226,0.6683875229779411,0.35440530186908764,K2
b2,0.03831696155024511,0.11898424540050775,0.11061485140931376,0.3206530522365196,0.529956613239964,b2
a2,0.0447119140625,0.1644828272887963,0.15885737400428923,0.33049804687499995,0.45961932429102154,a2
d2,0.023088426776960824,0.033695086229557816,0.032781701471926744,0.05995515397451456,0.22809775940595292,d2
e2,0.021099494485294135,0.043755295220997234,0.04196931273647203,0.08749530867034316,0.33981695113147875,e2
g2,0.02152059314320398,0.03590990225637434,0.036670161228553926,0.05562193627450984,0.23548920031560078,g2
c3,0.02095892748786407,0.04558774341094522,0.04422749453809133,0.0732933134191176,0.28120678653510783,c3
b3,0.01718558517156865,0.040902946293524235,0.03960141080097085,0.07811370251225491,0.32759689642212375,b3
d4,0.021522001378676436,0.035087654524795356,0.03431190268507278,0.0538059129901961,0.22342881368747475,d4
c41,0.02057839995449029,0.033845417202075,0.032662712545955874,0.06486912147671575,0.25896122446154785,c41
c42,0.016777726715686225,0.03784489362198534,0.03676463384390466,0.0608232804840686,0.25690365088373684,c42
e5,0.02223106606492717,0.06291687418387411,0.055988011036104374,0.1401906211703432,0.3713075074464897,e5
c51,0.014022726410800962,0.027828844873242074,0.026687155330882395,0.04586084458434464,0.2259771172959736,c51
c52,0.021817733616504853,0.06288608009429879,0.057593012791053944,0.12572734757965684,0.3808827325153431,c52
K6,0.015627512515169917,0.03131738755309467,0.0315219693099479,0.05060652190563719,0.24410810703411404,K6
f6,0.018668935831310685,0.03352337993895601,0.03333170572916663,0.050787473192401955,0.22145400169441473,f6
b6,0.02103276271446078,0.030667642880593527,0.028652912621359217,0.045967275582107836,0.2160429372563537,b6
c6,0.022197457107843155,0.03173688491249048,0.03066798789828426,0.049335267310049,0.20606775895710774,c6
K7,0.021559340533088167,0.03823880868763237,0.03762013782302967,0.06612674453883494,0.2874704795645711,K7
g7,0.02037990196078432,0.03653779557607707,0.03357977825914954,0.06892003676470582,0.31848564834399984,g7
b7,0.01909649006371361,0.041844019586463985,0.041774756872560936,0.0720408241421569,0.28230593888260314,b7
c7,0.023553347120098045,0.04014140450248667,0.03818340226715686,0.0810640738774272,0.2914980213727325,c7
