parameter_names,S1,S1_conf,ST,ST_conf
sigma,-0.0001256982101305565,0.00017569578113638918,0.00013065323738045416,2.7990322305509885e-05
f1,-4.895397049117048e-05,0.0003510801494077406,0.0007421280619274207,0.00014470978829592458
K2,0.031014035487292875,0.006007821270382869,0.16423757822277213,0.008127583297642344
b2,0.003516561320746064,0.002883260061740153,0.037688350669753824,0.0033738545224512497
a2,0.015309487424545867,0.003950143800856998,0.08220805675150111,0.005527086069472411
d2,0.00013079284930380653,0.00040273143847756554,0.0007701423313760366,0.00011834745123262583
e2,0.0020443839041004285,0.0022073428945907653,0.015425639742313075,0.0009789106915423275
g2,0.0006117333476922357,0.0005951891741800166,0.0014965486051372338,0.00022621469287885542
c3,0.08202429980591686,0.007737362758979956,0.296460644401422,0.010554598517900436
b3,0.05080118107204294,0.007516146702136919,0.22432254159575493,0.008799876486866037
d4,0.00026230966854653206,0.0005024876669423855,0.0013542810920077622,0.0002289530510820597
c41,-1.6742235311314105e-05,0.00013220411132786012,0.00010140212651028477,2.642619729644774e-05
c42,0.00042569295370003906,0.0007619544546430986,0.0021086364431339238,0.00033958848450171055
e5,0.33004763102213075,0.014569897253667688,0.6437100842434316,0.014953637891673623
c51,0.0002390808640538645,0.00031975950270726413,0.0004735957466915034,3.763665212828269e-05
c52,0.07762459096834415,0.009105087198651633,0.25497093715480706,0.011432868558979615
K6,-1.2786768863149848e-05,0.00020160772887095545,0.00014167889760321317,3.9570916852042484e-05
f6,-8.452083003242852e-05,0.00015128647000719304,0.00011914538174845565,2.8770093097378728e-05
b6,-0.000238071725668882,0.0004977727044717391,0.001502915824563823,0.00018493719763407865
c6,-0.0002826724653267124,0.0004240762407295796,0.0008894908204855786,0.000140752399583819
K7,0.0001407406349044681,0.0002242688080285176,0.0001342638818624754,3.104047044808039e-05
g7,-6.831813472476505e-05,0.00018180170367947617,0.00014758172034395862,3.636346391007055e-05
b7,0.0006492547373928874,0.0008442262728598051,0.003055896435445113,0.00038143542747120476
c7,0.0002561095478731738,0.00065999553554777,0.00180634290402375,0.00029846626397952454
