,minimum,mean,median,maximum,CV,names
sigma,0.019699180453431386,0.03551250894206288,0.032317013046116505,0.05757333792892155,0.30292597059786974,sigma
f1,0.0237951899509804,0.03308943522228369,0.031989437955097094,0.06616019454656863,0.28263544582692063,f1
K2,0.0336847043504902,0.10700732617075956,0.11014257291964116,0.19517022824754898,0.4238811993262774,K2
b2,0.0174964919599514,0.04959018944159884,0.04183057598039214,0.12190046721813724,0.49053111215835504,b2
a2,0.02982479319852943,0.06991379498173662,0.06541226256127453,0.1527221200980392,0.47967079276206526,a2
d2,0.014069201899509887,0.03230783962363769,0.028989545036764708,0.05995875682645635,0.3784612069396861,d2
e2,0.020352320995145612,0.03355487638016372,0.02920700912722496,0.05957873774509803,0.3062403083507508,e2
g2,0.022899916565533918,0.03870168832095944,0.03737180223651965,0.06263193167892167,0.2791012784035071,g2
c3,0.041760846480582536,0.17954028919858295,0.16748555141109842,0.356922487745098,0.48644964763061904,c3
b3,0.03693084420509707,0.14308426750933995,0.15628792475728157,0.25157149969362746,0.4869141827665489,b3
d4,0.020500322360436862,0.032472406857539736,0.0309513825061275,0.048860294117647085,0.26121552107318124,d4
c41,0.013558764411407687,0.042159896167963534,0.0403935855478417,0.09080078125000002,0.39205207894472444,c41
c42,0.01855870863970588,0.03650241286972921,0.03373150889224019,0.07572834496359226,0.3806183879651196,c42
e5,0.19136508118872553,0.3257176850393525,0.31237323835784314,0.5275390625,0.27898337474889673,e5
c51,0.023689108455882346,0.050189630664917675,0.040755745600728144,0.10055932138480389,0.4321904929904749,c51
c52,0.04449563419117647,0.2728727443135174,0.28134865177487867,0.4225995710784313,0.42759393213218916,c52
K6,0.021771599264705843,0.03350251502489647,0.03181113024700169,0.060366637591019456,0.2744294834156687,K6
f6,0.02328584558823532,0.039567443045938046,0.03924392999387255,0.06213326759708737,0.28075583581500874,f6
b6,0.020138825061274512,0.03425463899720994,0.03364439721200982,0.057441214767156856,0.2534259016225704,b6
c6,0.021064261642156912,0.0356227168924305,0.03256446372162339,0.053278784890776754,0.26195276529707073,c6
K7,0.01779799378033986,0.03647782991192533,0.0373149662246573,0.06586109834558829,0.31619485191558316,K7
g7,0.020815477093446555,0.037468707520553736,0.036603366714555996,0.062077397365196074,0.2760913057610655,g7
b7,0.019720435049019658,0.03878183774078504,0.03894893115392395,0.07100576456310681,0.3426816737574516,b7
c7,0.01731378944174755,0.03838547039340614,0.03698452818627451,0.06519938941140774,0.34835231307502895,c7
