parameter_names,S1,S1_conf,ST,ST_conf
sigma,-9.142365877569122e-06,0.00019723302966348502,0.00036168201163308284,2.8910317330751865e-05
f1,0.00015468819328403404,0.0003041379695743377,0.0010331483802933437,4.2505067622924594e-05
K2,0.569209665906234,0.006756895624666792,0.5835886150953352,0.005807453771494834
b2,0.10818602340899748,0.004429337872834526,0.1682644656783618,0.003213917685241769
a2,0.2070988085522451,0.00545160178916748,0.2502694330741677,0.004166799799464445
d2,0.0002396115108099272,0.00038921317123715197,0.0011780728749955323,6.0376267636395175e-05
e2,0.005115625425900047,0.0013090304843784474,0.014257453458590749,0.0005194381662951313
g2,0.0012075938899599576,0.0006406452255599259,0.0034355334894300626,0.00013052826483181098
c3,0.002763887823946298,0.0011911654961892862,0.012280234794557974,0.00034706461543245756
b3,0.0032435590258695145,0.0010834059864514292,0.011874799907825027,0.0003700632892615655
d4,0.000542164623995313,0.00047177794340016636,0.0019559382033498894,0.00011516899797997361
c41,3.154999747989143e-05,0.00020633962815823755,0.00029430965212087393,2.5853980340218175e-05
c42,0.0008248324352692622,0.0005376944783840624,0.0028945556837186525,0.00012085706741814542
e5,0.0038196228623938694,0.0012125289599831926,0.011106483255077772,0.0004945226785501647
c51,4.098776369579279e-05,0.0001877123161533289,0.0003165217144143537,2.3515355606171423e-05
c52,0.01534088560322914,0.0019049528532816338,0.03149329355570066,0.0008573081672645602
K6,-1.505585166993284e-05,0.00016870289919693939,0.0002878684057818852,2.1473089524326363e-05
f6,-7.653145563878816e-05,0.00018141995255700714,0.00031369379532822497,2.917900651196995e-05
b6,0.0005400096429137244,0.00046208461804442833,0.0018807935464229797,9.107045388355034e-05
c6,0.00027669396081572587,0.0003507214454578356,0.0011455325415893277,7.424310443536169e-05
K7,-2.729183389770392e-06,0.00019536653499900518,0.00030647046610266356,2.7619353894176514e-05
g7,0.00010557652762175296,0.00018179200469141388,0.0003250557541673509,2.991847965234263e-05
b7,0.002382250581946243,0.0009714887238133044,0.00658034582709798,0.000207014842976375
c7,0.0010401629988235242,0.0005651351739054488,0.0028016567926882384,0.00012910277210641358
