,minimum,mean,median,maximum,CV,names
sigma,0.019527324601715634,0.02902620312574362,0.02775793947357469,0.04622376685049018,0.20176550203856908,sigma
f1,0.017159926470588283,0.038946948284016285,0.03821077130032838,0.06397432215073534,0.2832584736962635,f1
K2,0.0351818129595588,0.1125804779616261,0.11557427563713585,0.18920754825367647,0.373843241584884,K2
b2,0.015645775888480373,0.05506178012675793,0.048218034634970486,0.12033452052696075,0.4720831715228058,b2
a2,0.018679791793082545,0.06495497146162015,0.060056349403763365,0.11540814568014701,0.4425767420096751,a2
d2,0.02020775888480386,0.04520011358371852,0.042913887376856086,0.0886999272365196,0.3914431607576523,d2
e2,0.017274433210784368,0.0344786119473768,0.031682763309358986,0.06548567392293692,0.3070761265237503,e2
g2,0.01781699984681373,0.03722799364834678,0.03783907335689132,0.06799440870098039,0.27326877186431786,g2
c3,0.039175091911764715,0.1692066890208943,0.17603933726858464,0.35489238664215683,0.5217779921628003,c3
b3,0.01973077512254906,0.13863099892044578,0.14433316099877447,0.25978783700980396,0.4935821269705845,b3
d4,0.018034237132352915,0.03304941979304236,0.030776032092524525,0.06135330499387248,0.30601940065214694,d4
c41,0.02296357996323528,0.043419583201340296,0.04006807493932041,0.08378791360294113,0.3304185925378329,c41
c42,0.01715308328276699,0.04200040369416881,0.03875765606037623,0.07752987132352934,0.35014607058054836,c42
e5,0.16331782322303923,0.32897639876357854,0.31141232958026965,0.5533154296875,0.3004733688079262,e5
c51,0.0144383808210784,0.03292898726304462,0.03249827665441177,0.04610878140318625,0.24176364145685764,c51
c52,0.02743566176470591,0.27249801266835616,0.29923241824983937,0.4357587507659314,0.4262154841186814,c52
K6,0.016950348498774526,0.03437692644753594,0.03036009045798238,0.06322332643995099,0.3407477331064514,K6
f6,0.021228572512135946,0.04728520804796812,0.048532092524509796,0.07462999658677183,0.27486617679426456,f6
b6,0.019802459420509733,0.038504492154966506,0.03885680513292997,0.06972560508578429,0.31487691764723985,b6
c6,0.0197606947815534,0.04287340172245324,0.03937739353553921,0.08533136106004902,0.35008659943357595,c6
K7,0.019065085018382333,0.046005407949549645,0.04129366227111292,0.1053211167279412,0.3976638007004879,K7
g7,0.019514973958333348,0.03836562050108272,0.03738884420955882,0.06780417049632353,0.2783132590165176,g7
b7,0.013240907539441737,0.03769753174897082,0.03612266390931368,0.08207902496936276,0.32899891798517994,b7
c7,0.015440353837985477,0.033458356037063645,0.03334865196078435,0.05716643688725492,0.2744474146740174,c7
