parameter_names,S1,S1_conf,ST,ST_conf
sigma,0.000419988234145004,0.0005240717529982252,0.0003276256718696517,0.00018603992381371055
f1,0.0006388348918364825,0.0022677174844010603,0.0031665109405591995,0.0014419923421470338
K2,0.019300912001580635,0.0088694423387052,0.1454627371628716,0.0247084711439235
b2,-0.0015394047458602953,0.006018041850272642,0.030183272459500816,0.0052852950258290106
a2,0.015504980886217462,0.009972994484137373,0.07733104358601789,0.012894707742180714
d2,0.0041640057296562305,0.004432025604982218,0.026106987520740206,0.009610780226101146
e2,-0.0006773165260339351,0.00266274547323703,0.008497846046444381,0.0023039192532697482
g2,-0.00016321760681150836,0.0011974992846169796,0.0023114052692130185,0.0008286128671029981
c3,0.050257267905821565,0.01636407701859894,0.2729903482033768,0.039675952097675604
b3,0.03716019631514027,0.014418715938385729,0.21464327092780636,0.04214288555639743
d4,0.35675109328446786,0.06069314957081534,0.7138480622262822,0.0652849938922181
c41,-0.0003156096450473889,0.0004118766291203976,0.0003204042615248042,0.00014323724418116948
c42,0.06846918390040944,0.014365299503515548,0.26912754482477746,0.034454429189699085
e5,0.0009087571377540543,0.003100669454851882,0.010382646912756305,0.003431571567684151
c51,-0.00026523732234736374,0.0004434508226642054,0.00035440561823091933,0.00018529295975484346
c52,0.004710872974821339,0.005041171486867966,0.019481974441931355,0.005494289787697487
K6,0.0001493171416627397,0.000469354228228021,0.00030701088349971043,0.00013685977841412154
f6,-6.504053852502271e-05,0.0007058383024915486,0.00039042125251984207,0.00018383208207009184
b6,0.0024846597257901933,0.0027193977004912138,0.011579750850214498,0.006816139399005385
c6,0.0016678469042332145,0.002707798919354582,0.006410162047409389,0.0019899260722299997
K7,0.00024640439822794203,0.00041543564088894675,0.0002601227841193825,0.00015517950049148091
g7,0.00021334322914238408,0.0005194118230303932,0.001003223796745009,0.000869037543485171
b7,-0.0012111950904560899,0.001601036436466193,0.004873397353900991,0.0018874844626220009
c7,-0.00048700068465900334,0.0009907501452213945,0.00268736973035476,0.0012891808382707363
