parameter_pairs,S2,S2_conf
b3 - c42,0.0014332395481571336,0.004766627891237591
b3 - e5,-0.0001227186583818208,0.004533148880523871
b3 - c51,-0.00016512185447518552,0.004519896195271501
b3 - c52,-0.0001221172800450307,0.004498098961327178
b3 - K6,-0.0001104850317678404,0.004528760674393213
b3 - f6,-0.00013483960990592504,0.004520969066740693
b3 - b6,0.00019132641132832325,0.004648849562558459
b3 - c6,-7.908377329147575e-06,0.0045850343742492765
b3 - K7,-0.0002070669241345111,0.0045106338618534254
b3 - g7,-0.0001806713731208738,0.00452567046702695
b3 - b7,-0.00020428322524928248,0.004539061141364611
b3 - c7,-0.00020405213023151457,0.004551840037464962
d4 - c41,-0.007342772341886229,0.02401029936678488
d4 - c42,0.07136349763753691,0.02543900837120719
d4 - e5,-0.0064436082897357996,0.023732484630621265
d4 - c51,-0.0075921651735288385,0.023961885971855328
d4 - c52,-0.003717547461582382,0.024044513726439693
d4 - K6,-0.007637815579341569,0.023941469785008548
d4 - f6,-0.007547547738798721,0.023886325405789808
d4 - b6,-0.00683764994591514,0.024124943059462264
d4 - c6,-0.006979290151540689,0.024079266973964338
d4 - K7,-0.007487871456718677,0.023936368917738416
d4 - g7,-0.008058965529794208,0.02395002343497075
d4 - b7,-0.006465190161259437,0.02398602786029744
d4 - c7,-0.008011936188408937,0.02396120395345241
c41 - c42,7.971943386018976e-05,0.0002076693785701634
c41 - e5,1.8251263636471973e-05,0.0002173209950539662
c41 - c51,1.8582203341506264e-05,0.00021843641775504312
c41 - c52,3.145839374451599e-05,0.00021685620449888159
c41 - K6,1.767248187037386e-05,0.0002179169379721149
c41 - f6,1.9317191252650305e-05,0.00021840736220753659
c41 - b6,4.4382331531085716e-05,0.00023190515186673452
c41 - c6,2.3972018866935744e-05,0.00022179593787065215
c41 - K7,1.7077819034438808e-05,0.0002182347777237046
c41 - g7,1.7298017717633658e-05,0.0002181461679382876
c41 - b7,1.6537773287600153e-05,0.0002185904916377668
c41 - c7,1.945975487868684e-05,0.0002199112444260425
c42 - e5,1.2392011378508337e-06,0.00564963967575971
c42 - c51,-3.669958996848816e-05,0.005651560013608686
c42 - c52,0.0004474850389469295,0.005647567557102136
c42 - K6,-7.081725125078698e-06,0.005656324235692148
c42 - f6,-5.602851520570014e-05,0.005656953526676847
c42 - b6,0.0003681462052111941,0.005721368870268303
c42 - c6,8.938075228332636e-05,0.005698267449415649
c42 - K7,9.848867697843621e-06,0.005651915543087675
c42 - g7,1.3526543919160504e-05,0.005675221006085753
c42 - b7,-0.00014430650492876766,0.005633723519713586
c42 - c7,-0.00013162919247795667,0.005630624603731036
e5 - c51,-0.0007551928790464388,0.0011332573464788343
e5 - c52,-0.0005644042350244458,0.001077867778622138
e5 - K6,-0.0007620120490772933,0.0011289527718331659
e5 - f6,-0.0007694960187001691,0.001131540104440164
e5 - b6,-0.0007403293839765861,0.0011430471033040998
e5 - c6,-0.0007133299032672817,0.0011345672287475005
e5 - K7,-0.0007834360110984982,0.0011386023544554405
e5 - g7,-0.0007783119253965465,0.001132449685586546
e5 - b7,-0.0007484919463589142,0.0011313538712381867
e5 - c7,-0.0007900645259923095,0.0011310750829165914
c51 - c52,-3.149465412326832e-05,0.00019122068824179792
c51 - K6,-4.593783103329542e-05,0.00019369766843631037
c51 - f6,-4.715402354866428e-05,0.00019378796720838693
c51 - b6,-4.687793598193304e-05,0.00019749097598021614
c51 - c6,-5.1857134779186714e-05,0.0001964682891054105
c51 - K7,-4.5493058413791145e-05,0.00019355104134956372
c51 - g7,-4.585834858783803e-05,0.0001940752349664162
c51 - b7,-4.338710697768536e-05,0.00019472057938290039
c51 - c7,-4.777018369471578e-05,0.00019467987757313326
c52 - K6,0.0006839968600367458,0.0015597248513263007
c52 - f6,0.0006814126905246377,0.0015531434131988288
c52 - b6,0.0006139209894134271,0.001562119268635885
c52 - c6,0.0006647545232902629,0.0015505614058658609
c52 - K7,0.0006887396089296382,0.0015559010277744073
c52 - g7,0.0007002472834266275,0.0015599002190913246
c52 - b7,0.000659965851755237,0.0015551779015868725
c52 - c7,0.0007032301400367873,0.001554539857616896
K6 - f6,2.246739313348212e-05,0.00022933316676112696
K6 - b6,2.5118125767771495e-06,0.0002340387847749488
K6 - c6,9.395540569119998e-06,0.00023303742434989337
K6 - K7,2.3452175564289904e-05,0.0002290412226907241
K6 - g7,2.39499865821753e-05,0.00022994934994034278
K6 - b7,1.6532094280265937e-05,0.00022981220882590356
K6 - c7,2.1643447835097086e-05,0.00023098899211465606
f6 - b6,3.166904919675698e-05,0.00019606296167586247
f6 - c6,2.0562511713861535e-05,0.0001912418188612775
f6 - K7,2.5033456359984662e-05,0.00019119002713569882
f6 - g7,2.767182278466104e-05,0.00019308116547115282
f6 - b7,2.4236228484217633e-05,0.00019322697933248073
f6 - c7,2.696508196314086e-05,0.0001918602956390996
b6 - c6,-0.0001928603927064431,0.0011072449463895764
b6 - K7,-0.00016023345060508246,0.0011030509976046724
b6 - g7,-0.00015817895894781208,0.0011057236528803712
b6 - b7,-0.00014029832326585334,0.001106940496153114
b6 - c7,-0.00016552564149433478,0.001108713791507238
c6 - K7,0.00032168324350380313,0.0008465215832956619
c6 - g7,0.00031802370598598133,0.0008460346210391795
c6 - b7,0.0003430411895568304,0.0008420224417619329
c6 - c7,0.00032253741034602557,0.0008490528166253746
K7 - g7,-0.0001400569996604917,0.00021321181231708547
K7 - b7,-0.00013504351609532837,0.0002143709846603663
K7 - c7,-0.00013435406911611636,0.0002154502916759388
g7 - b7,-0.00017624335321916,0.00024548339984278964
g7 - c7,-0.00018002581586999862,0.0002470426876129746
b7 - c7,0.00012137967239325237,0.0006994615836905739
