parameter_names,S1,S1_conf,ST,ST_conf
sigma,0.000731764661250869,0.0010902710048112535,6.652296761089546e-05,6.93692976771663e-05
f1,0.0021139717979991863,0.0030205692777750493,0.001612697561675557,0.0013060591995937977
K2,0.04362010331599018,0.031803883549181566,0.17725670100238186,0.05930425548583252
b2,0.01539983775603676,0.01607117696285342,0.050133916140778015,0.020081866414623843
a2,0.023326594340503718,0.02137333230039922,0.07688726074954412,0.02392317875030429
d2,-0.002108173174279278,0.0034477208374556786,0.0006747787214318123,0.0005166837087102521
e2,-0.0013427136613302457,0.009256739152981846,0.01682394923447426,0.006987840952277267
g2,0.00222253555160533,0.0035667528786828303,0.00104613955285439,0.0006260773078147396
c3,0.10812805849907628,0.05503045096970938,0.3089589831204914,0.06789136707952358
b3,0.07224822953911894,0.04661432029376379,0.2873908919877281,0.0637885816011092
d4,0.0006424358483040577,0.0015344868750205376,0.0006505913425625882,0.0003471630399493232
c41,0.00019598718042517047,0.0008358727770223103,4.673001392125249e-05,3.291169739540923e-05
c42,-0.0003409478993224246,0.0035743289700269115,0.0014771092186442744,0.000879283547469336
e5,0.310516488595916,0.07892943928121127,0.6723888798785105,0.08356174093697606
c51,0.0012856095937049353,0.002303093009600474,0.0003798407037406331,0.00018084476985386275
c52,0.08921832940664963,0.04114132931060766,0.2394232270221381,0.05940400803421548
K6,1.5596679890058096e-05,0.0006380244874912435,4.607354582008926e-05,4.215686843568381e-05
f6,9.419004135883727e-05,0.0009483384229458661,8.229936353047977e-05,5.6447268818519585e-05
b6,0.000156824074391421,0.0029587342070549554,0.0011001383346863388,0.0004987456579897394
c6,0.0006821599873523052,0.002549459992688313,0.0004854411995286485,0.0002952359692769308
K7,0.0004800365240387179,0.0010582472550460537,6.135502216517808e-05,5.4573659467198454e-05
g7,0.000274458191634305,0.0009414902737443836,6.548723611221223e-05,4.7133512323753785e-05
b7,0.0006638985549636024,0.0027900997984193873,0.001864020279078079,0.0008426120860862909
c7,-0.0007078767284616368,0.004674360613919536,0.0017812836752967608,0.0010379627457040414
