parameter_names,S1,S1_conf,ST,ST_conf
sigma,2.7743194863419798e-05,0.00028939903752783725,0.000451758363337923,0.00010233647963214446
f1,0.0009625639102612856,0.000814290763479761,0.0074586109044941125,0.0018363353067758423
K2,0.02577484546200841,0.0047942349602394865,0.19895300529908921,0.014198244334290537
b2,0.000997707117422609,0.003072156023702763,0.06506034771271846,0.00837868838632345
a2,0.008165027861034024,0.00373053949774664,0.09709140912444353,0.008697835155529922
d2,0.00046471609391317135,0.003921683038730757,0.06825782754617023,0.009061195058552868
e2,0.0009502918743285095,0.0016407775781653608,0.020299778942120705,0.0024229745326425378
g2,0.00045591190899164875,0.0007771970737843691,0.008140766395619387,0.0013760470442388698
c3,0.06248902957035243,0.007989915791446795,0.34897747930861256,0.020578768024179506
b3,0.03989272394277997,0.006180789988832503,0.26995576101501023,0.01789728215536276
d4,0.21642319281055974,0.018107658239661165,0.7084480895139785,0.031978399988797326
c41,1.2001082417389866e-05,8.721222479176762e-05,0.00021263002470405757,8.835339766958086e-05
c42,0.037928943421607075,0.005801299544510765,0.232971854256982,0.01611676186901343
e5,0.0015518474221999357,0.0015654481013758473,0.02571126499977197,0.0034194474968070134
c51,-4.27804624451341e-05,0.00026675309977166077,0.0009482735574240306,0.0003458472740352849
c52,0.0013514936495982648,0.002059198770769875,0.03719712043345658,0.005539222851512418
K6,5.5892599832488034e-06,0.00042796674058859983,0.002368869489781683,0.0020062605438321787
f6,4.83286999811635e-05,0.0002604468348442479,0.0013739684882979302,0.0004685092297981985
b6,0.006687103643819612,0.004657618287229662,0.1436605289223301,0.012612678682241984
c6,0.004972472314430278,0.002363691718913501,0.09973096363111154,0.012411951939166799
K7,-1.7499457316155467e-05,0.0001412804704822048,0.00035319302924815486,0.00012148867350219565
g7,0.001090130795798338,0.001522769214391967,0.003376318439616402,0.0007925570858133188
b7,0.0029172649743243653,0.002308456095987779,0.017775734563139092,0.0020883474036804575
c7,0.0014057589957403485,0.0016835399975853936,0.012637896879869588,0.002052696864815691
dummy,0.0,0.0,0.0,0.0
