parameter_names,S1,S1_conf,ST,ST_conf
sigma,7.467444497444729e-05,0.0003508738696600554,0.0012515711161904092,0.0002698052807964919
f1,0.000909172815352967,0.0010230114313897374,0.00961367619661502,0.0006991737717726557
K2,0.39779766444251374,0.007345889118789307,0.4790336745541828,0.005386352124821533
b2,0.0034628650323155247,0.004047158449575511,0.12344310913420467,0.003068632187275002
a2,0.03328721191506627,0.0030054892905595878,0.09165734039836539,0.002278413811386467
d2,0.000494546897527035,0.0010570519992866723,0.01032803722989342,0.0006757820092142252
e2,0.005317686947700078,0.0018512527960589662,0.028296490432040362,0.00116391006660515
g2,0.008693754180207763,0.002472709997229228,0.047182033308732926,0.0016221097744386994
c3,0.02212617823797948,0.005318874920525055,0.2020653847249077,0.005051242215556146
b3,0.019890909134851652,0.004776204725976501,0.18032272501052735,0.004803493645342352
d4,0.007501983375053688,0.001979388036139619,0.033889029096537224,0.001795028517505592
c41,6.5331062052956235e-06,0.00010807493617870507,0.0001071792659556636,4.182682960287005e-05
c42,0.0017111131627141549,0.0014338068530685521,0.01698110877853584,0.000899290349060086
e5,0.00800794703810032,0.002114995756967247,0.03742607125870866,0.0015716038422251967
c51,-3.834570439353795e-05,0.0004787741220355083,0.002372515758769484,0.00026200265485138953
c52,0.00968910066693312,0.002451908737034468,0.04081488292283734,0.0014257345562055034
K6,-0.0001854882574035318,0.0004256534890336016,0.001508627563216164,0.0002793067690866416
f6,-0.0005464580836258413,0.00048244683048936,0.0021476630098799044,0.00032093463739147726
b6,0.07512102136547472,0.00527050055802038,0.23534047131045577,0.00496960245922263
c6,0.029085450227411276,0.004412849375798792,0.14516269243919364,0.004780385182497491
K7,-0.00020622471437754916,0.0006323920144652674,0.0032496780364596268,0.0003274404053125369
g7,0.0024393658345597292,0.0016580258852224024,0.019240236589332407,0.0009447929803409976
b7,0.021633005181415754,0.003109659963590361,0.07409724031059484,0.00218638963110976
c7,0.005672340657761764,0.002100900719683541,0.03311577737938799,0.0015059126897834652
dummy,0.0,0.0,0.0,0.0
