parameter_names,S1,S1_conf,ST,ST_conf
sigma,0.00014282282684346752,0.00022294703009417133,0.0005082011999021326,0.00011996912543101393
f1,0.0003455886939606139,0.0005818333964006431,0.007753764060212287,0.0027445911679337123
K2,0.02598025624000586,0.005450770351382709,0.2022254184205156,0.012298031495387711
b2,0.0009001732062375847,0.003465460957453389,0.06644613792881343,0.008906006580747024
a2,0.00801851924163188,0.003994216085121869,0.09938377335090329,0.008518995959940006
d2,0.00016286921685145506,0.0035695413063814864,0.07223949764547051,0.009705609007251172
e2,0.0011569008594386665,0.0016234174961477484,0.021181707317472515,0.002657840644833406
g2,0.0006585984413231803,0.0008124037545025398,0.008312666532430669,0.001681256959202606
c3,0.06184928583501516,0.007166203150537004,0.34908550589243487,0.020679834326412842
b3,0.03959498854620707,0.005318587494223089,0.2711558201343764,0.015864189894967438
d4,0.20956076831449838,0.017636816582717627,0.7016125914750934,0.02749893044205839
c41,0.00014424698205432997,0.00010475310546222613,0.0003361553399806252,0.00011537257159062452
c42,0.03790676525130953,0.005225016210198694,0.23585084003772097,0.016478876927113063
e5,0.0017809323056815812,0.0016443032592141477,0.028114811831648268,0.004110174085135985
c51,0.0003024525572589314,0.00034786580898570757,0.0008863425125701348,0.0001818431207579285
c52,0.0014077126779471066,0.001997421458585954,0.03991198649867843,0.004914341546441843
K6,-0.000342144350698625,0.0003916552857794691,0.002615859995603916,0.0023139084065866076
f6,4.5208862214250624e-05,0.00031751853512820307,0.0013810556715822852,0.0006295281655260131
b6,0.007052631417351197,0.0044472818743835395,0.14505404151664453,0.011594929712864202
c6,0.005334172049458762,0.00246345431216357,0.09841310308097044,0.011742813706924843
K7,5.278555633862409e-05,0.0001591312217422877,0.0004125766071127474,0.00014067427890651757
g7,0.0006329608982717193,0.0015598535885291592,0.003510964618374582,0.0008539102989272837
b7,0.0031112652116176407,0.0022218101116930652,0.01811309914647527,0.002164701469764026
c7,0.001528846018804828,0.0017352890824392448,0.014419412078469406,0.003196517616993228
dummy,0.0,0.0,0.0,0.0
